Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
31,en-doc5872-sent18,"['Entering', 'one', 'room', ',', '[Jim]', 'finds', 'a', 'man', 'lying', 'dead', 'on', 'the', 'floor', ',', 'shot', 'in', 'the', 'back', 'while', 'apparently', 'trying', 'to', 'ransack', 'the', 'house', '.']","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Entering one room , [Jim] finds a man lying dead on the floor , shot in the back while apparently trying to ransack the house .",PER,Jim,"Увайшоўшы ў адзін пакой, [мужчына] знаходзіць мужчыну, які ляжаў мёртвым на падлозе, стрэліў у спіну, мабыць, спрабуючы разбіць дом.","Če vstopi v eno sobo, [moški] najde moškega, ki leži mrtvega na tleh, ustreli v hrbet, medtem ko očitno poskuša razbiti hišo.","Vstúpenie do jednej miestnosti [muž] nájde muža ležiaceho mŕtveho na podlahe, zastreleného do chrbta, zatiaľ čo sa zjavne snaží vypustiť dom.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
32,en-doc6421-sent8,"['This', 'permission', 'was', 'granted', ',', 'and', 'so', 'he', 'became', 'one', 'of', 'the', 'oldest', 'war', 'correspondents', 'for', 'the', '[U.S.]', 'during', 'World', 'War', 'II', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","This permission was granted , and so he became one of the oldest war correspondents for the [U.S.] during World War II .",LOC,U.S.,"Гэты дазвол быў прадастаўлены, і таму ён стаў адным з найстарэйшых ваенных карэспандэнтаў для [ЗША] падчас Другой сусветнай вайны.",To dovoljenje je bilo odobreno in tako je postal eden najstarejših vojnih dopisnikov za [ZDA] med drugo svetovno vojno.,"Toto povolenie bolo udelené, a tak sa stal jedným z najstarších vojnových korešpondentov pre [USA] počas druhej svetovej vojny.",[],['Case=Nom|Gender=Fem|Number=Plur'],[]
33,en-doc6386-sent1,"['Several', 'other', 'princes', 'have', 'borne', 'the', 'name', '[Alexander]', ':']","[0, 0, 0, 0, 0, 0, 0, 2, 0]",Several other princes have borne the name [Alexander] :,PER,Alexander,Некалькі іншых князёў нанеслі гэтае імя [мужчына]:,Več drugih knezov je imelo ime [moški]:,Niekoľko ďalších kniežat prinieslo meno [muž]:,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
34,en-doc6128-sent134,"['The', 'standpoint', 'of', 'the', 'judgments', 'passed', 'upon', 'the', 'various', 'kings', 'as', 'well', 'as', 'the', 'vocabulary', 'of', 'the', 'compiler', 'indicates', 'that', 'he', 'lived', 'after', 'the', 'reforms', 'of', '[Josiah]', '(', '621', 'BCE', ')', 'had', 'brought', 'the', 'Deuteronomic', 'law', 'into', 'prominence', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The standpoint of the judgments passed upon the various kings as well as the vocabulary of the compiler indicates that he lived after the reforms of [Josiah] ( 621 BCE ) had brought the Deuteronomic law into prominence .,PER,Josiah,"З пункту гледжання судовых рашэнняў, прынятых розных каралёў, а таксама слоўнікавы запас кампілятара, паказвае, што ён жыў пасля рэформаў [жанчына] (621 г. да н.э.) прынёс у вядомасць Другога закона.","Stališče sodb, ki so jih sprejeli na različne kralje, pa tudi besednjak prevajalnika, kaže, da je živel po tem, ko je reforme [moški] (621 pred našim štetjem) postavil devterinski zakon v višino.","Pohľadávka rozsudkov prenesených na rôznych kráľov, ako aj slovnú zásobu kompilátora naznačuje, že žil po reformách [muž] (621 BCE), ktorý priniesol deuteronomické právo do popredia.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
35,en-doc6335-sent31,"['LZW', 'became', 'a', 'popular', 'data', 'compression', 'technique', 'and', ',', 'when', 'the', 'patent', 'was', 'granted', ',', '[Unisys]', 'entered', 'into', 'licensing', 'agreements', 'with', 'over', 'a', 'hundred', 'companies', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","LZW became a popular data compression technique and , when the patent was granted , [Unisys] entered into licensing agreements with over a hundred companies .",ORG,Unisys,"LZW стаў папулярнай тэхнікай сціску дадзеных, і, калі быў прадастаўлены патэнт, [саюз] заключыў ліцэнзійныя пагадненні з больш чым ста кампаніямі.","LZW je postala priljubljena tehnika stiskanja podatkov in, ko je bil patent odobren, je [zaveznik] sklenil licenčne pogodbe z več kot sto podjetji.","LZW sa stala populárnou technikou kompresie údajov a keď bol udelený patent, [zväz] uzavrel licenčné dohody s viac ako stovkami spoločností.",[],['Case=Nom|Gender=Masc|Number=Sing'],[]
36,en-doc6136-sent8,"['[Price]', 'returned', 'to', 'power', 'after', 'elections', 'in', '1989', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0]",[Price] returned to power after elections in 1989 .,PER,Price,[мужчына] вярнуўся да ўлады пасля выбараў у 1989 годзе.,[ženska] se je po volitvah leta 1989 vrnil na moč.,[žena] po voľbách sa vrátil do moci v roku 1989.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
37,en-doc6170-sent43,"['In', '2001', ',', '[Coppola]', 're-released', 'Apocalypse', 'Now', 'as', 'Apocalypse', 'Now', 'Redux', ',', 'restoring', 'several', 'sequences', 'lost', 'from', 'the', 'original', '1979', 'cut', 'of', 'the', 'film', ',', 'thereby', 'expanding', 'its', 'length', 'to', '200', 'minutes', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","In 2001 , [Coppola] re-released Apocalypse Now as Apocalypse Now Redux , restoring several sequences lost from the original 1979 cut of the film , thereby expanding its length to 200 minutes .",PER,Coppola,"У 2001 годзе [жанчына] пераўзышоў апакаліпсіс, як апакаліпсіс, цяпер рэдукс, аднаўляючы некалькі паслядоўнасцей, страчаных з арыгінальнага выразання фільма 1979 года, пашыраючы тым самым даўжыню да 200 хвілін.","Leta 2001 je [ženska] ponovno izdala apokalipso zdaj kot apokalipsa zdaj Redux in obnovila več zaporedij, izgubljenih iz prvotnega reza filma iz leta 1979, s čimer je svojo dolžino razširil na 200 minut.","V roku 2001 [muž] znovu vydal apokalypsu ako Apokalypsa teraz Redux, čím obnovuje niekoľko sekvencií stratených z pôvodného strihu filmu z roku 1979, čím sa jeho dĺžka rozšírila na 200 minút.",[],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
38,en-doc6048-sent43,"['[Hoover]', ""'s"", 'radio', 'conferences', 'played', 'a', 'key', 'role', 'in', 'the', 'early', 'organization', ',', 'development', 'and', 'regulation', 'of', 'radio', 'broadcasting', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Hoover] 's radio conferences played a key role in the early organization , development and regulation of radio broadcasting .",PER,Hoover,"Радыё -канферэнцыі [мужчына] адыгралі ключавую ролю ў ранняй арганізацыі, распрацоўцы і рэгуляванні радыёвяшчання.","[moški] radijske konference so igrale ključno vlogo pri zgodnji organizaciji, razvoju in urejanju radijskega oddajanja.","Rádiové konferencie [muž] zohrávali kľúčovú úlohu v skorej organizácii, vývoji a regulácii rozhlasového vysielania.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
40,en-doc6090-sent16,"['For', 'this', 'purpose', ',', '[Hahnemann]', 'had', 'a', 'saddle', 'maker', 'construct', 'a', 'special', 'wooden', 'striking', 'board', 'covered', 'in', 'leather', 'on', 'one', 'side', 'and', 'stuffed', 'with', 'horsehair', '.']","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","For this purpose , [Hahnemann] had a saddle maker construct a special wooden striking board covered in leather on one side and stuffed with horsehair .",PER,Hahnemann,"Для гэтай мэты [мужчына] меў вытворцу сядла, канструкцыя спецыяльнай драўлянай дошкі, пакрытай скурай з аднаго боку, і набіты коннымі валасамі.","V ta namen je [moški] proizvajalca sedla zgradil posebno leseno stavkovo desko, pokrito z usnjem, na eni strani in polnjen s konjskim dnom.",Na tento účel mal [muž] výrobcu sedla postavila špeciálnu drevenú štrajkovú dosku pokrytú kožou na jednej strane a plnená konským koňom.,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
41,en-doc5938-sent54,"['The', 'P-40', 'was', 'retired', 'by', 'the', '[RAAF]', 'in', '1947', '.']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",The P-40 was retired by the [RAAF] in 1947 .,ORG,RAAF,P-40 быў адстаўлены [саюз] у 1947 годзе.,P-40 je leta 1947 upokojil [zaveznik].,P-40 bol v roku 1947 v dôchodku [zväz].,[],['Case=Nom|Gender=Masc|Number=Sing'],[]
42,en-doc6244-sent30,"['At', 'the', 'time', '[Cooper]', 'jumped', ',', 'the', 'plane', 'was', 'flying', 'through', 'a', 'heavy', 'rainstorm', ',', 'with', 'no', 'light', 'source', 'coming', 'from', 'the', 'ground', 'because', 'of', 'cloud', 'coverage', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","At the time [Cooper] jumped , the plane was flying through a heavy rainstorm , with no light source coming from the ground because of cloud coverage .",PER,Cooper,"У той час, калі [мужчына] пераскочыў, самалёт праляцеў праз моцную дажджавую буру, і з -за воблачнага пакрыцця не зыходзіла крыніца святла.","Takrat je [moški] skočil, letalo je letelo skozi močno deževno nevihto, brez lahkega vira pa ni prišel iz tal zaradi pokritosti v oblaku.","V tom čase [muž] skočil, lietadlo lietalo cez silnú dažďovú búrku, pričom zo zeme prichádzal žiadny zdroj svetla kvôli pokrytiu mrakov.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
43,en-doc6189-sent23,"['[Sharon]', 'sent', 'a', 'small', 'scout', 'force', ',', 'which', 'was', 'met', 'with', 'heavy', 'fire', 'and', 'became', 'bogged', 'down', 'due', 'to', 'vehicle', 'malfunction', 'in', 'the', 'middle', 'of', 'the', 'pass', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Sharon] sent a small scout force , which was met with heavy fire and became bogged down due to vehicle malfunction in the middle of the pass .",PER,Sharon,"[мужчына] адправіла невялікую разведчыцкую сілу, якая была сустрэта моцным агнём і заглушылася з -за няспраўнасці транспартнага сродку ў сярэдзіне праходу.","[moški] je poslala majhno skavtsko silo, ki so jo srečali z močnim požarom in se zaradi okvare vozil na sredini prehoda zataknili.","[žena] poslala malú skautskú silu, ktorá sa stretla s ťažkým ohňom a bola zapadnutá kvôli poruche vozidla v strede priechodu.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
44,en-doc6138-sent125,"['The', 'same', 'act', 'allowed', '[Henry]', 'to', 'determine', 'further', 'succession', 'to', 'the', 'throne', 'in', 'his', 'will', '.']","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The same act allowed [Henry] to determine further succession to the throne in his will .,PER,Henry,Той жа ўчынак дазволіў [мужчына] вызначыць далейшае пераемнасць на троне ў сваёй волі.,"Isto dejanje je [moški] omogočilo, da je v svoji volji določil nadaljnje nasledstvo prestola.",Rovnaký akt umožnil [muž] určiť ďalšiu sukcesiu na trón vo svojej vôli.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
46,en-doc5840-sent6,"['It', 'has', 'been', 'argued', 'that', 'the', 'problem', '[Saussure]', 'encountered', ',', 'of', 'trying', 'to', 'explain', 'how', 'he', 'was', 'able', 'to', 'make', 'systematic', 'and', 'predictive', 'hypotheses', 'from', 'known', 'linguistic', 'data', 'to', 'unknown', 'linguistic', 'data', ',', 'stimulated', 'his', 'development', 'of', 'structuralism', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","It has been argued that the problem [Saussure] encountered , of trying to explain how he was able to make systematic and predictive hypotheses from known linguistic data to unknown linguistic data , stimulated his development of structuralism .",PER,Saussure,"Сцвярджалася, што праблема [мужчына] сутыкаецца, спрабуючы растлумачыць, як яму ўдалося зрабіць сістэматычныя і прагнастычныя гіпотэзы ад вядомых моўных дадзеных да невядомых лінгвістычных дадзеных, стымулявала яго развіццё структуралізму.","Trdimo, da je težava [moški] naletela na poskus, da bi pojasnila, kako je lahko izdelal sistematične in napovedne hipoteze iz znanih jezikovnih podatkov do neznanih jezikovnih podatkov, spodbudil njegov razvoj strukture.","Tvrdilo sa, že problém [muž] sa stretol, keď sa snažil vysvetliť, ako bol schopný urobiť systematické a prediktívne hypotézy od známych jazykových údajov po neznáme jazykové údaje, stimuloval jeho vývoj štrukturalizmu.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
47,en-doc6313-sent34,"['It', 'was', '[Tracy]', ""'s"", 'film', 'debut', '.']","[0, 0, 2, 0, 0, 0, 0]",It was [Tracy] 's film debut .,PER,Tracy,Гэта быў дэбют фільма [мужчына].,To je bil [moški] filmski prvenec.,Bol to filmový debut [žena].,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
48,en-doc6308-sent47,"['On', 'December', '1', ',', '2006', ',', 'the', 'merged', 'company', ',', '[Alcatel-Lucent]', ',', 'began', 'operations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","On December 1 , 2006 , the merged company , [Alcatel-Lucent] , began operations .",ORG,Alcatel-Lucent,1 снежня 2006 года аб'яднаная кампанія [саюз] пачала дзейнасць.,"1. decembra 2006 je združeno podjetje, [zaveznik], začelo delovati.",1. decembra 2006 začala zlúčená spoločnosť [Alcatel-Lucent] činnosť.,[],"['Case=Nom|Gender=Masc|Number=Sing', 'Case=Nom|Gender=Masc|Number=Sing']",['Case=Nom|Gender=Fem|Number=Plur']
49,en-doc6123-sent47,"['[Russell]', 'held', 'throughout', 'his', 'life', 'the', 'following', 'styles', 'and', 'honours', ':']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Russell] held throughout his life the following styles and honours :,PER,Russell,[мужчына] трымаўся на працягу ўсяго жыцця наступныя стылі і ўшанаванні:,[moški] je vse življenje držal naslednje sloge in čast:,[muž] držal počas celého svojho života nasledujúce štýly a vyznamenania:,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
50,en-doc6115-sent4,"['He', 'was', 'a', 'member', 'of', 'the', 'Dominican', 'community', 'at', '[Fiesole]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",He was a member of the Dominican community at [Fiesole] .,LOC,Fiesole,Ён быў членам дамініканскай супольнасці ў [горад].,Bil je član dominikanske skupnosti na [kraj].,Bol členom dominikánskej komunity v [dedina].,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
51,en-doc6244-sent35,"['They', 'recovered', 'a', 'number', 'of', 'fingerprints', '(', 'which', 'may', 'or', 'may', 'not', 'have', 'belonged', 'to', '[Cooper]', ')', ',', 'a', 'tie', 'and', 'a', 'mother', 'of', 'pearl', 'tie', 'clip', ',', 'and', 'two', 'of', 'the', 'four', 'parachutes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","They recovered a number of fingerprints ( which may or may not have belonged to [Cooper] ) , a tie and a mother of pearl tie clip , and two of the four parachutes .",PER,Cooper,"Яны аднавілі шэраг адбіткаў пальцаў (якія могуць, а можа і не належалі [жанчына]), гальштуку і кліп з перламутравага гальштука і два з чатырох парашутаў.","Obnovili so številne prstne odtise (ki so morda pripadali ali ne pripadali [moški]), kravato in mater biserne kravate ter dva od štirih padalcev.","Obnovili niekoľko odtlačkov prstov (ktoré môžu alebo nemuseli patriť [muž]), kravatu a matku perlovej klipovej klipu a dva zo štyroch padákov.",['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
